name,artist_names,popularity,release_date
Siga a Seta (feat. Matheus & Kauan) - Ao Vivo,"{'Marcos & Belutti', 'Matheus & Kauan'}",47,2018-11-09
a miLLy,"{'Dardan', 'Mozzik'}",56,2019-05-31
TEST DRIVE,{'Joji'},2,2018-10-16
Face Down,{'ARASHI'},50,2012-05-09
Lalala,"{'Y2K', 'bbno$'}",88,2019-06-28
As You Are,{'Rag'n'Bone Man'},53,2017-02-10
Mwaka Moon - Remix,"{'Kalash', 'Luciano'}",60,2018-05-04
Histoire de,{'AM'},0,2017-03-31
Who Shot Cupid?,{'Juice WRLD'},71,2019-03-08
Self-Made,{'Bryson Tiller'},59,2017-05-26
Deu Onda,{'MC G15'},56,2016-12-15
Antisocial (with Travis Scott),"{'Ed Sheeran', 'Travis Scott'}",73,2019-07-12
Hey DJ - Remix,"{'CNCO', 'Meghan Trainor', 'Sean Paul'}",67,2018-11-09
blun7 a swishland,{'tha Supreme'},73,2019-11-15
Je m'en tape,"{'OBOY', 'Aya Nakamura', 'Dopebwoy'}",59,2019-06-14
FlEXiBle (feat. Chris Brown & Lil Baby),"{'Tory Lanez', 'Chris Brown', 'Lil Baby'}",3,2018-10-26
Abfahrt,{'FiNCH ASOZiAL'},65,2019-03-08
The Ocean (feat. Shy Martin),"{'Mike Perry', 'SHY Martin'}",76,2016-04-15
Heaven,{'Khalid'},64,2019-04-05
BMT,{'Fredo'},47,2019-02-01
Moulaga,"{'Heuss L'enfoiré', 'Jul'}",76,2019-12-13
Mainhattan City Gang,{'Capo'},0,2017-05-12
"River - Recorded At RAK Studios, London",{'Sam Smith'},49,2017-11-29
Shed a Light,"{'Robin Schulz', 'David Guetta', 'Cheat Codes'}",65,2016-11-25
Humility (feat. George Benson),"{'Gorillaz', 'George Benson'}",68,2018-06-29
MoneyGram,{'Luciano'},52,2018-11-23
Mili Mili,{'inoxtag'},55,2019-08-18
Terremoto,"{'Anitta', 'MC Kevinho'}",65,2019-02-01
Paradise,{'BTS'},67,2018-05-18
"Moi, je prouve.","{'Tayc', 'Barack Adama'}",61,2019-12-10
Daddy (feat. Rich The Kid),"{'Blueface', 'Rich The Kid'}",77,2019-08-09
Sorry Not Sorry,{'Shota Shimizu'},18,2017-06-30
Diamonds (feat. Capital Bra),"{'Summer Cem', 'Capital Bra'}",18,2019-06-14
Du bist anders (feat. Ardian Bujupi),"{'Fard', 'Ardian Bujupi'}",39,2018-08-31
DNA,"{'KC Rebell', 'Summer Cem', 'Capital Bra'}",65,2019-02-15
Affalterbach,{'Shindy'},56,2019-03-26
Adam's Apple,{'KSI'},0,2017-09-29
Everything Now,{'Arcade Fire'},54,2017-06-01
New Light,{'John Mayer'},28,2018-06-29
Take Me to Church,{'Hozier'},0,2013
Prayer X,{'King Gnu'},42,2018-08-10
No Guidance (feat. Drake),"{'Chris Brown', 'Drake'}",76,2019-06-08
Vintage,{'RIN'},63,2019-05-24
Wheels on the Bus,{'Melanie Martinez'},70,2019-09-06
Venice,{'Mister V'},46,2017-05-19
Cool,{'Jonas Brothers'},75,2019-06-07
2 Vaults (feat. Lil Yachty),"{'Tee Grizzley', 'Lil Yachty'}",0,2018-04-24
KYLL,"{'Medine', 'Booba'}",54,2018-11-30
Dile la Verdad,"{'The Rudeboyz', 'Jowell & Randy', 'Manuel Turizo'}",65,2019-01-11
Bloody Waters (with Anderson .Paak & James Blake),"{'Ab-Soul', 'Anderson .Paak', 'James Blake'}",64,2018-02-09
Monica,{'Dadju'},0,2017-11-24
Se o Amor Tiver Lugar,{'Jorge & Mateus'},59,2017-01-27
Come Closer (feat. Drake),"{'WizKid', 'Drake'}",61,2017-07-14
Iencli,"{'Vald', 'Sofiane'}",40,2018-10-04
Corazon (feat. Aladin 135),"{'PLK', 'Aladin 135'}",45,2019-09-13
Friend Like You (feat. Lee Fields),"{'Bliss n Eso', 'Lee Fields'}",0,2017-04-28
Pardon...,{'Lacrim'},0,2017-03-31
Faut que,{'13 Block'},52,2019-02-22
Love À Queima Roupa - Ao Vivo,{'Marília Mendonça'},68,2019-02-22
Vai Embora (feat. Ludmilla),"{'Pabllo Vittar', 'Ludmilla'}",50,2018-10-04
One,{'Ed Sheeran'},48,2013
Hate Me (with Juice WRLD),"{'Ellie Goulding', 'Juice WRLD'}",86,2019-06-26
Pose (feat. Lil Uzi Vert),"{'Yo Gotti', 'Lil Uzi Vert'}",62,2019-08-23
Late Nights,{'Carmouflage Rose'},1,2017-06-22
Terrorangst,{'Alligatoah'},42,2018-09-14
Cartelo (feat. Maes),"{'PLK', 'Maes'}",52,2019-09-13
Dommage,{'Bigflo & Oli'},47,2017-06-23
Fear Inoculum,{'TOOL'},67,2019-08-30
Never Really Over,{'Katy Perry'},85,2019-05-31
Folgado - Ao Vivo,{'Marília Mendonça'},62,2016-03-04
5 Songs in einer Nacht,{'Capital Bra'},17,2018-04-06
Blue Christmas,{'Michael Bublé'},28,2011-10-14
all my friends,{'21 Savage'},71,2018-12-21
Icon,{'Jaden'},74,2017-11-17
Let Me Love You,"{'DJ Snake', 'Justin Bieber'}",19,2016-08-05
Charger (feat. Grace Jones),"{'Gorillaz', 'Grace Jones'}",57,2017-04-28
DEUTSCHLAND,{'Rammstein'},73,2019-05-17
Neureich,{'KC Rebell'},45,2019-04-19
Disrespectful,"{'21 Savage', 'Offset', 'Metro Boomin'}",59,2017-10-30
달라달라 DALLA DALLA,{'ITZY'},57,2019-02-13
MAMACITA,"{'Tyga', 'YG', 'Santana'}",72,2019-10-25
Do Right,{'Glades'},52,2017-12-15
Don't Be so Hard on Yourself,{'Jess Glynne'},62,2015
EFH,{'Shindy'},55,2019-07-12
Conta Gotas - Ao Vivo,{'Gusttavo Lima'},56,2018-10-26
Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,"{'Diego & Victor Hugo', 'Marília Mendonça'}",58,2019-07-12
45 atmo,"{'Dosseh', 'Votourious', 'Ppros', 'Biss'}",28,2018-07-06
Pot-Pourri: Maravilha Te Amar / Me Faz Feliz - Ao Vivo,{'Thiaguinho'},55,2017-01-13
You Deserve Better,{'James Arthur'},61,2018-06-01
Você Não Ama Ninguém,"{'Pineapple StormTv', 'Knust', 'César Mc', 'Chris MC', 'Xamã', 'Salve Malak'}",69,2019-03-16
Class Fight,{'Melanie Martinez'},72,2019-09-06
On y va,{'Vegedream'},41,2018-11-30
Ain't My Fault,{'Zara Larsson'},71,2017-03-17
Propaganda - Ao Vivo,{'Jorge & Mateus'},70,2018-02-23
Michel Vaillant,{'Veysel'},47,2019-06-07
High Top Versace (feat. Young Thug),"{'2 Chainz', 'Young Thug'}",51,2019-03-01
Need for Speed,{'RIN'},0,2018-06-01
Stresserblick 2 (feat. Kurdo),"{'Majoe', 'Kurdo'}",37,2017-02-10
It's A Vibe,"{'2 Chainz', 'Ty Dolla $ign', 'Trey Songz', 'Jhené Aiko'}",74,2017-06-16
7 Years,{'Lukas Graham'},52,2015-06-16
Wie ein Alpha,{'Kollegah'},55,2018-09-19
Ist Okay,{'EREN CAN'},54,2019-10-23
Dior 2001,{'RIN'},5,2018-08-17
Almost Home,"{'Sultan + Shepard', 'Nadia Ali', 'IRO'}",41,2017-07-28
I Would Like,{'Zara Larsson'},62,2017-03-17
Glow Up,{'NAV'},57,2018-05-18
Be Alright,{'Dean Lewis'},4,2019-03-22
Mistletoe,{'Justin Bieber'},63,2011-01-01
Heartbeat,{'Plan B'},33,2017-10-25
iSpy (feat. Lil Yachty),"{'KYLE', 'Lil Yachty'}",77,2016-12-02
Trust Issues,{'Drake'},69,2019-08-02
Cambio,"{'Ozuna', 'Anuel AA'}",68,2019-06-25
ROCKABYE BABY (feat. ScHoolboy Q),"{'Joey Bada$$', 'ScHoolboy Q'}",55,2017-04-07
"Hey, Soul Sister",{'Train'},83,2010-12-01
All Night (feat. Mr Eazi),"{'Yungen', 'Mr Eazi'}",40,2017-10-27
Resumee Worte,{'RAF Camora'},46,2019-11-01
HONEY,{'RIRI'},37,2018-10-31
Chambre 112,"{'Columbine', 'Lujipeka'}",51,2019-04-19
Dance To This (feat. Ariana Grande),"{'Troye Sivan', 'Ariana Grande'}",5,2018-08-31
Good As Hell,{'Lizzo'},21,2016-03-11
TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,"{'Tory Lanez', 'Rich The Kid', 'Lil Wayne'}",74,2018-11-27
Quand on est pas là,"{'Jul', 'Ger'}",36,2017-06-30
Bonda Manmanw,{'Kalash'},45,2019-03-28
Slide (feat. Blueface & Lil Tjay),"{'French Montana', 'Blueface', 'Lil Tjay'}",65,2019-04-16
Rolling Stone,"{'Kurdo', 'Majoe'}",29,2017-09-15
WHAT'S GOOD,"{'Tyler, The Creator'}",67,2019-05-17
Diamond Minds,"{'Trippie Redd', 'Tory Lanez', 'Elliott Trent'}",58,2018-11-09
Désaccordé,{'Vald'},1,2018-01-05
Be Honest (feat. Burna Boy),"{'Jorja Smith', 'Burna Boy'}",77,2019-08-16
Binks to Binks 4,{'Ninho'},48,2017-01-26
A Thousand Bad Times,{'Post Malone'},17,2019-09-06
homecoming queen?,{'Kelsea Ballerini'},73,2019-09-06
Your Song,{'Rita Ora'},71,2017-05-25
Death (feat. DaBaby),"{'Trippie Redd', 'DaBaby'}",75,2019-11-12
いいんですか?,{'RADWIMPS'},57,2016-05-25
Mauvais comportement,{'Djadja & Dinaz'},0,2017-03-17
On s'est manqué (feat. Eva Guess),"{'RIDSA', 'Eva Guess'}",2,2018-10-05
Nach vorn,"{'Azad', 'Calo'}",0,2017-06-02
Ma bulle,{'MMZ'},35,2017-07-28
Veleno 7,"{'Gemitaiz', 'MadMan'}",5,2019-06-07
Treasure,{'Bruno Mars'},45,2012-12-05
imagine,{'Ariana Grande'},76,2019-02-08
Sandra’s Rose,{'Drake'},3,2018-06-29
Love Of My Life - Remastered 2011,{'Queen'},75,1975-11-21
500 metros (Participação especial de Lucas Lucco),"{'Paula Mattos', 'Lucas Lucco'}",42,2019-05-03
Frosty the Snowman,{'The Ronettes'},42,1963
Malcolm,{'Ninho'},53,2016-10-21
Calling My Spirit,{'Kodak Black'},75,2018-12-14
The Weekend,{'SZA'},76,2017-06-09
Tous les mêmes,{'Lacrim'},0,2017-11-17
Marie,{'Koba LaD'},67,2019-09-27
Sick Boy,{'The Chainsmokers'},74,2018-12-14
From The D To The A (feat. Lil Yachty),"{'Tee Grizzley', 'Lil Yachty'}",71,2017-03-17
Aristocrate,{'Heuss L'enfoiré'},69,2019-01-25
"Medley: Caroling, Caroling / The First Noel / Hark! The Herald Angels Sing / Silent Night",{'Perry Como'},39,2001-05-21
HULI,{'SSIO'},50,2019-11-28
Como Que Eu Tô,{'Mc Kitinho'},47,2017-11-16
Bonobo (Bonus Track),{'Mister V'},39,2017-05-19
Sukida,{'Little Glee Monster'},29,2014
Infarto,{'Diego & Victor Hugo'},67,2018-11-05
End Of Discussion (feat. Lil Wayne),"{'Rich The Kid', 'Lil Wayne'}",0,2018-03-30
恋をしたから,{'Aimyon'},52,2019-02-13
Zack And Codeine,{'Post Malone'},72,2018-04-27
TieksVie,{'Damso'},55,2018-03-16
Gospel,"{'Rich Brian', 'Keith Ape', 'XXXTENTACION'}",5,2017-05-12
Du bist anders,{'AnnenMayKantereit'},62,2018-12-07
The Other,{'Lauv'},41,2015-03-31
Alles geschmuggelt,{'Veysel'},0,2017-11-03
Fichu,{'Django'},56,2017-02-22
Chinchilla (feat. KC Rebell & Capital Bra),"{'Summer Cem', 'KC Rebell', 'Capital Bra'}",1,2018-05-11
Pas comme eux,{'Moha La Squale'},54,2018-01-05
blazed (feat. Pharrell Williams),"{'Ariana Grande', 'Pharrell Williams'}",60,2018-08-17
Taga,{'Hornet La Frappe'},58,2018-09-21
Summer Bummer (feat. A$AP Rocky & Playboi Carti),"{'Lana Del Rey', 'A$AP Rocky', 'Playboi Carti'}",67,2017-07-21
RADIO,{'Rammstein'},69,2019-05-17
The Man,{'The Killers'},8,2017-09-22
Can’t Fight This Feeling,"{'Bastille', 'London Contemporary Orchestra'}",55,2019-11-19
Sin miedo,"{'Anitta', 'DJ Luian', 'Mambo Kingz'}",54,2019-04-05
Playerhater Interlude,{'Shindy'},42,2019-07-12
Estamos Bien,{'Street Rappers'},0,2017-09-30
Big Fish,{'Vince Staples'},63,2017-06-23
Lil Wayne,{'Trippie Redd'},64,2019-08-09
Where Are Ü Now (with Justin Bieber),"{'Jack Ü', 'Skrillex', 'Diplo', 'Justin Bieber'}",75,2015-02-24
Seeing Blind,"{'Niall Horan', 'Maren Morris'}",69,2017-10-20
It's Beginning To Look Like Christmas,{'Bing Crosby'},45,1945-01-01
Water,{'Suchmos'},6,2019-01-25
Nothing's Wrong,{'HAIM'},44,2017-07-07
Ain’t Chanelle,{'D-Block Europe'},50,2019-09-27
#niemalsantäuschen,{'Farid Bang'},56,2019-01-18
Glitter,"{'Tyler, The Creator'}",71,2017-07-21
Heart Upon My Sleeve (feat. Imagine Dragons),"{'Avicii', 'Imagine Dragons'}",66,2019-06-06
9 Milly,{'Azet'},46,2018-01-12
En leuleu (feat. Niska),"{'Sadek', 'Niska'}",40,2017-09-15
DeLorean,"{'Rim'K', 'Vald'}",52,2018-09-21
Nonstop,{'Drake'},83,2018-06-29
Fugazi,"{'Lacrim', 'M Huncho', '3robi'}",51,2019-02-08
Burden Down,{'Micar'},29,2017-05-05
BURN IT DOWN,{'Linkin Park'},74,2012-06-20
Runnin' Down A Dream,{'Tom Petty'},44,1989-01-01
Roller,{'Apache 207'},75,2019-08-23
Caroline,{'Aminé'},4,2016-08-26
Happier,"{'Marshmello', 'Bastille'}",88,2018-08-17
#PROUDCATOWNERREMIX,"{'XXXTENTACION', 'Rico Nasty'}",59,2019-08-20
Middle Of The Night,"{'The Vamps', 'Martin Jensen'}",36,2017-07-14
Areia,"{'Sandy', 'Lucas Lima'}",48,2018-08-24
Good Things Fall Apart (with Jon Bellion),"{'ILLENIUM', 'Jon Bellion'}",70,2019-08-16
Sentou e Gostou,"{'MC JottaPê', 'MC M10', 'DJ RD'}",66,2019-07-01
À nos héros du quotidien,{'Soprano'},67,2019-10-10
I Get Lonely,{'Drake'},58,2019-08-02
King Of My Heart,{'Taylor Swift'},65,2017-11-10
Pretender,{'Official HIGE DANdism'},74,2019-09-11
La folie du ter ter,"{'Jul', 'La Famax'}",0,2019-06-14
Elas Gostam (Popa da Bunda) - Ao Vivo,{'Psirico'},48,2017-09-29
Will I See You (feat. Anitta),"{'Poo Bear', 'Anitta'}",45,2017-09-04
Factice,{'Josman'},38,2019-10-04
Bietigheimication,{'RIN'},59,2019-12-06
Power Rangers,{'Lorenzo'},59,2019-08-23
Facilement,{'Jul'},36,2017-12-01
Gangster & Gentleman (feat. Laylow),"{'Jok'air', 'Laylow'}",36,2019-03-29
Energie,"{'Sido', 'Luciano'}",59,2019-09-26
Sei,{'Tiago Iorc'},44,2019-05-05
6.45i,{'SCH'},50,2017-05-05
Wondering,"{'M.O', 'Chip'}",52,2018-10-09
Brave,{'ARASHI'},56,2019-09-11
Best Life (feat. Chance The Rapper),"{'Cardi B', 'Chance the Rapper'}",62,2018-04-06
Crown,{'Stormzy'},68,2019-12-13
Namorada Reserva - Ao Vivo,{'Hugo & Guilherme'},68,2018-12-07
Blackberry Sky,{'Eno'},63,2019-05-03
Tijolinho por Tijolinho,"{'Enzo Rabelo', 'Zé Felipe'}",60,2018-10-08
Bella Ciao - Bonus track,{'Rémy'},49,2018-05-04
Adore,{'Amy Shark'},58,2018-07-13
Anyway (feat. 2 Chainz & Gucci Mane),"{'Lil Baby', '2 Chainz', 'Gucci Mane'}",53,2018-11-30
Sac à dos,{'Bigflo & Oli'},0,2017-06-23
Big God,{'Florence + The Machine'},60,2018-06-29
Zusammen feat. Clueso,"{'Die Fantastischen Vier', 'Clueso'}",52,2018-04-27
Casanova,"{'Summer Cem', 'Bausa'}",5,2018-05-25
Gucci Store,{'Madalen Duke'},0,2017-03-01
Blem,{'Drake'},66,2017-03-18
Guap Gang,"{'Luciano', 'Capital Bra'}",56,2018-11-23
when the party's over,{'Billie Eilish'},24,2018-10-17
Funky Friday,"{'Dave', 'Fredo'}",71,2018-10-04
Forget to Forget,{'SHY Martin'},61,2018-05-25
Thought Contagion,{'Muse'},9,2018-02-15
Nummer 1,"{'Capital Bra', 'Samra'}",59,2019-10-03
Hero,{'Namie Amuro'},58,2019-06-16
Vroum vroum,{'Naps'},50,2017-05-19
Oskur,{'Dinos'},48,2019-11-28
All Night (BTS World Original Soundtrack) {Pt. 3},"{'BTS', 'Juice WRLD'}",66,2019-06-21
I don’t let go,{'XXXTENTACION'},67,2018-12-07
In My Feelings,{'Lana Del Rey'},65,2017-07-21
Renegade,"{'Bushido', 'Animus'}",49,2019-11-22
911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),"{'Tyler, The Creator', 'Frank Ocean', 'Steve Lacy'}",49,2017-06-30
Chépakichui,{'Vald'},0,2018-02-02
Fallait pas,{'Marwa Loud'},1,2018-03-09
Hoje Eu Vou Parar Na Gaiola,"{'Mc Livinho', 'Rennan da Penha'}",69,2018-10-17
Grandpa's Space Ship,{'Logic'},49,2018-03-09
Beauty In The Benz (feat. Snoop Dogg),"{'Tory Lanez', 'Snoop Dogg'}",67,2019-11-15
Bye Bye Boy,{'KIRA'},37,2018-06-06
Loco,"{'KALIM', 'XATAR'}",0,2017-09-22
Feels (feat. Young Thug & J Hus),"{'Ed Sheeran', 'Young Thug', 'J Hus'}",67,2019-07-12
Yeah,{'Luciano'},60,2019-08-29
Im Plus,{'Luciano'},52,2019-06-27
Tant pis,{'Maître Gims'},42,2018-03-23
Loka 4,{'T2R'},0,2019-05-03
ZEIG DICH,{'Rammstein'},66,2019-05-17
Street Dreams II,{'Logic'},51,2018-09-28
Have Yourself A Merry Little Christmas,{'Ella Fitzgerald'},36,1960-01-01
Meine Posse,"{'Beginner', 'Samy Deluxe'}",2,2016-08-26
Wellou,{'Kurdo'},44,2019-02-01
B.I.D,{'Tory Lanez'},60,2018-03-02
Le p'tit avait un rêve,{'Moha La Squale'},45,2018-05-25
V. 3005,{'Childish Gambino'},5,2013-01-01
Nie mehr Fastelovend,{'Querbeat'},55,2016-10-14
All I Want (For Christmas),{'Liam Payne'},41,2019-12-06
Wer,"{'Jigzaw', 'Nimo'}",44,2019-04-26
Tu veux les billets,{'Djadja & Dinaz'},0,2017-03-17
Unholy,{'Miley Cyrus'},64,2019-05-31
Estaca Zero,"{'Luan Santana', 'Ivete Sangalo'}",45,2016-11-04
Suizid,"{'PA Sports', 'Kianush'}",33,2019-09-05
Morena Cor do Pecado,"{'MC Kevin o Chris', 'Dj Juninho 22'}",68,2019-09-13
Too Many Years,"{'Kodak Black', 'PnB Rock'}",37,2016-06-10
Quase Tudo,{'Maiara & Maraisa'},0,2018-03-13
Privado,{'Djadja & Dinaz'},0,2018-04-20
Minimum,{'Charlie Cunningham'},7,2017-01-27
Under the Stars,{'John Legend'},40,2015-12-02
Boys in the Hood,{'18 Karat'},32,2019-03-22
Catch 22 (feat. Anne-Marie),"{'Illy', 'Anne-Marie'}",52,2016-11-11
蕾(つぼみ),{'KOBUKURO'},57,2007-06-13
Bizarre,"{'Lorenzo', 'Vald'}",59,2018-02-23
"Koi, Hajikemashita",{'Yuzu'},3,2017-10-13
Que Va,"{'Alex Sensation', 'Ozuna'}",8,2017-08-04
La ragazza con il cuore di latta,{'Irama'},58,2018-10-19
Dynamit,"{'Kollegah', 'Farid Bang'}",0,2013-02-08
Belly (Lil Baby & Gunna),"{'Lil Baby', 'Gunna'}",58,2018-10-05
Year 3000,{'Jonas Brothers'},0,2007-01-01
La vraie vie,{'Bigflo & Oli'},4,2017-05-02
Ponny,{'Yung Hurn'},57,2019-10-25
Outta Control (feat. Hamza),"{'KC Rebell', 'Summer Cem', 'Hamza'}",44,2017-06-16
Salop(e),{'Therapie TAXI'},59,2018-02-02
No Sad No Bad,{'KILLY'},65,2018-03-06
Smog,{'Damso'},60,2018-06-15
Blue Tacoma,{'Russell Dickerson'},74,2017-10-13
"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","{'Nicki Minaj', 'Anuel AA', 'Bantu'}",67,2018-12-14
Orbit,{'Kollegah'},44,2018-12-07
Good Life,{'Shota Shimizu'},30,2018-05-24
Bellacoso,"{'Residente', 'Bad Bunny'}",75,2019-07-26
Wieso?,{'Zuna'},53,2017-04-14
Project X,{'Olexesh'},43,2018-11-02
Loco Odyssee,{'Luciano'},47,2019-08-29
Soulmate,{'Lizzo'},68,2019-04-19
WE DO,{'Ikimonogakari'},34,2019-01-01
Last Night In LA - Konan Freestyle,{'Krept & Konan'},0,2017-10-20
Into It,{'Camila Cabello'},60,2018-01-12
Biturbo,"{'Bausa', 'Zuna'}",55,2019-10-04
Click Click,"{'Capital Bra', 'Samra'}",55,2019-04-12
Castles,{'Freya Ridings'},71,2019-05-30
German,{'EO'},66,2018-04-06
Bad Boy,{'Red Velvet'},73,2018-01-29
Moves (feat. Snoop Dogg),"{'Olly Murs', 'Snoop Dogg'}",2,2018-11-09
successful,{'Ariana Grande'},67,2018-08-17
Nur noch Gucci,{'Capital Bra'},57,2017-09-29
"Cool (feat. Marc E. Bassy, Gucci Mane)","{'Felix Jaehn', 'Marc E. Bassy', 'Gucci Mane'}",2,2018-02-09
Α. Nwaar Is The New Black,{'Damso'},0,2017-04-28
Good Thing (with Kehlani),"{'Zedd', 'Kehlani'}",79,2019-09-27
Emotionless,{'Drake'},68,2018-06-29
Afterglow,{'Taylor Swift'},72,2019-08-23
Jackie Chan,"{'Tiësto', 'Dzeko', 'Preme', 'Post Malone'}",79,2018-05-18
Hey Ya!,{'OutKast'},79,2003
Attention (feat. Offset),"{'Rich Brian', 'Offset'}",58,2018-02-02
Rescue Me,"{'Marshmello', 'A Day To Remember'}",57,2019-06-14
Poussette,{'Jul'},51,2018-12-07
Reverse (Ft. G-Eazy),"{'Vic Mensa', 'G-Eazy'}",62,2018-06-08
Darkside (with Ty Dolla $ign & Future feat. Kiiara),"{'Ty Dolla $ign', 'Future', 'Kiiara'}",56,2017-11-09
Heat (feat. Gunna),"{'Chris Brown', 'Gunna'}",75,2019-06-28
Forrest Gump,{'Loski'},52,2018-05-18
20539,{'Sa4'},39,2017-11-10
,{''},0,2017-11-07
Ciel,{'YL'},0,2018-02-23
Rein Raus,"{'Azet', 'Miami Yacine'}",45,2018-03-30
Keinen wie mich,{'Fler'},43,2018-10-26
Window Pain - Outro,{'J. Cole'},62,2018-04-20
Candy Paint,{'Post Malone'},6,2017-10-20
Sorry,{'6LACK'},60,2018-09-14
Kick It,{'Lil Nas X'},59,2019-06-21
There's A Reason Why (I Never Returned Your Calls),{'Blossoms'},2,2018-04-27
Rocket Ship,{'Future'},56,2019-01-18
Can You Keep A Secret?,{'Hikaru Utada'},0,2001-03-28
Overnight,{'Parcels'},16,2017-06-21
Sans m'attacher,{'RK'},39,2019-04-05
No Don,{'Lotto Boyzz'},0,2017-02-06
Honig (feat. Gringo),"{'Kontra K', 'Gringo'}",50,2019-05-24
Overtime,{'Big Sean'},62,2019-07-24
Surtada - Remix Brega Funk,"{'Dadá Boladão', 'Tati Zaqui', 'OIK'}",79,2019-09-25
Batom,"{'MC Kekel', 'Ludmilla'}",40,2018-09-06
Kalter Norden,{'Sa4'},35,2017-11-10
No Sleep Leak,{'Lil Uzi Vert'},61,2017-08-25
Bailando,{'Rouge'},36,2018-02-04
Obrigado por Estragar Tudo - Ao Vivo,{'Marília Mendonça'},69,2019-02-22
Pay You Back (feat. 21 Savage),"{'Meek Mill', '21 Savage'}",56,2018-11-30
Marie - Master Mix,{'Johnny Hallyday'},2,2002-11-04
Intro: Singularity,{'BTS'},66,2018-05-18
Snow,{'Angus & Julia Stone'},24,2017-06-13
Again (feat. XXXTENTACION),"{'Noah Cyrus', 'XXXTENTACION'}",73,2017-09-22
On sait,{'RK'},46,2018-09-21
Siren,{'Taichi Mukai'},30,2018-05-30
I Will Wait,{'Mumford & Sons'},13,2012-09-21
Maintain,"{'Belly', 'NAV'}",56,2018-04-06
Inspi du soir,{'Moha La Squale'},59,2019-11-17
Bust Down Cartier,{'Lil Mosey'},1,2019-03-15
It's A Slime (feat. Lil Uzi Vert),"{'Young Thug', 'Young Stoner Life Records', 'Lil Uzi Vert'}",53,2018-08-17
Don't Matter Now,{'George Ezra'},6,2017-06-16
Distance,{'KILLY'},52,2017-08-25
Três Pontinhos - Ao Vivo,{'Jorge & Mateus'},56,2018-02-23
"GONE, GONE / THANK YOU","{'Tyler, The Creator'}",73,2019-05-17
Peace & Love,"{'Charlie Charles', 'Sfera Ebbasta', 'Ghali'}",58,2018-05-04
Uma nora pra cada dia,{'MC Kevinho'},64,2019-06-28
Gangzeichen,"{'Maxwell', 'Bonez MC', 'Gzuz', 'LX'}",40,2017-03-24
Ha Siktir,{'Mert'},39,2018-05-11
ROB THE FRONTIER,{'UVERworld'},44,2019-10-16
Facetime - Remix,"{'Dardan', 'Bausa', 'reezy'}",43,2019-03-08
Evil Spider,{'BENEE'},7,2019-05-09
RS6,{'Lacrim'},48,2019-02-08
Accelerate (feat. Ty Dolla $ign & 2 Chainz),"{'Christina Aguilera', 'Ty Dolla $ign', '2 Chainz'}",43,2018-05-03
Bullet From A Gun,{'Skepta'},53,2019-05-08
鱗(うろこ),{'Motohiro Hata'},61,2007-09-26
ROMEO & JULIET,"{'Loredana', 'Mozzik'}",62,2019-02-01
It's the Most Wonderful Time of the Year,{'Andy Williams'},55,1963-11-24
FeFe,{'Koba LaD'},55,2019-01-29
Bob Marley,{'Dadju'},2,2017-11-24
Jodeci Freestyle (feat. J. Cole),"{'Drake', 'J. Cole'}",56,2019-08-02
Jede Wette,{'Fynn Kliemann'},25,2018-09-28
Snow,{'Moha La Squale'},58,2018-05-25
Totem,{'Vald'},0,2017-01-20
Rien à branler,{'Lorenzo'},47,2018-02-23
All This Love (feat. Harlœ),"{'Robin Schulz', 'HARLOE'}",72,2019-05-03
Batard,{'Alonzo'},0,2017-01-20
Perfect Strangers,"{'Jonas Blue', 'JP Cooper'}",47,2017-07-14
Guerilla,{'Soolking'},50,2018-02-23
My Type,{'Saweetie'},79,2019-03-29
Father Stretch My Hands Pt. 1,{'Kanye West'},74,2016-06-10
Wherever you are,{'ONE OK ROCK'},68,2010-06-09
Ozean,{'AnnenMayKantereit'},63,2019-09-20
Mauvais garçon,{'Naps'},47,2018-03-09
Last Christmas,{'Wham!'},62,1984-11-29
RAP DEVIL,{'Machine Gun Kelly'},67,2018-09-21
BAD LOVE,{'AAA'},48,2019-09-01
Dale,{'Zuna'},44,2017-04-14
たしかなこと,{'ayaka'},44,2013-09-04
Kimini Todoke,{'flumpool'},0,2015-05-25
Gorgeous,{'Taylor Swift'},67,2017-11-10
君と羊と青,{'RADWIMPS'},56,2016-05-25
No Favors,"{'Big Sean', 'Eminem'}",61,2017-02-03
Sooner Or Later,{'Aaron Carter'},46,2017-02-10
Talking to You,{'Izzy Bizu'},47,2016-12-09
Bagarre,{'Alonzo'},0,2017-08-25
Lonely,"{'Diplo', 'Jonas Brothers'}",80,2019-09-27
Wenn du mich brauchst,"{'Trettmann', 'KitschKrieg', 'KeKe'}",54,2019-09-13
Mobali,"{'Siboy', 'Benash', 'Damso'}",2,2017-06-30
Maldita de Ex,{'Mc Leozin'},71,2019-06-27
夏祭り,{'Whiteberry'},52,2000-09-06
Défiler - Bande originale de la capsule No. 5 Mosaert,{'Stromae'},53,2018-04-27
Leave Me Alone,{'Flipp Dinero'},76,2018-09-04
Midi minuit,{'Moha La Squale'},49,2018-01-05
Vergiss mich (feat. J-Luv),"{'Bushido', 'J-Luv'}",1,2011
