name,artist_names,popularity,release_date
The Mack,"{'Nevada', 'Mark Morrison', 'Fetty Wap'}",9,2016-09-23
Dis-moi,{'Orelsan'},53,2018-11-16
Don't Wanna Know (feat. Kendrick Lamar),"{'Maroon 5', 'Kendrick Lamar'}",6,2017-11-03
Eurotrap,{'Vald'},0,2017-01-20
To Gostando Tanto de Você,{'Mc Don Juan'},59,2018-09-14
Zu dir,{'LEA'},2,2018-09-14
Plus de larmes,{'Lomepal'},54,2018-12-07
No Don,{'Lotto Boyzz'},59,2017-07-17
Bob,{'Ninho'},51,2018-03-30
Ouai mon gars,{'Lorenzo'},41,2018-02-23
Do What I Want,{'Lil Uzi Vert'},70,2016-08-10
Bad Things (with Camila Cabello),"{'Machine Gun Kelly', 'Camila Cabello'}",74,2017-05-12
Jedes Gramm,{'Fler'},41,2019-03-29
Alles vorbei,{'Summer Cem'},0,2018-07-20
Can’t Take A Joke,{'Drake'},5,2018-06-29
One Night,{'RIN'},0,2018-06-22
I Do (feat. SZA),"{'Cardi B', 'SZA'}",69,2018-04-06
Où aller,{'Maître Gims'},43,2018-03-23
Não perco meu tempo,{'Anitta'},57,2018-11-09
Won't Be Late (feat. Drake),"{'Swae Lee', 'Drake'}",74,2019-08-16
Wo kann man das kaufen,{'Alligatoah'},48,2018-08-24
Mode S,{'Lacrim'},0,2017-11-17
Slide Around,"{'Chance the Rapper', 'Lil Durk', 'Nicki Minaj'}",62,2019-07-26
Sunset Lover,{'Petit Biscuit'},74,2017-11-10
Better Days,{'Hedley'},29,2017-08-23
Tié la famille !,{'Bengous'},1,2017-07-14
Criminal,{'Trío Los Josefinos'},0,2016-04-07
I Couldn't Be More In Love,{'The 1975'},63,2018-11-30
Juste pour voir,"{'S.Pri Noir', 'Nekfeu'}",61,2018-05-11
Yapma,{'C ARMA'},68,2018-12-21
Tic Toc (with Tory Lanez),"{'Rich The Kid', 'Tory Lanez'}",0,2019-03-15
La fête est finie,{'Orelsan'},51,2017-10-20
Heute mit mir,{'Nimo'},63,2017-06-16
All We Know,{'Dappy'},47,2018-10-03
Amor À Primeira Esquina - Ao Vivo,{'Zé Neto & Cristiano'},1,2018-05-18
Fume à fond,{'Lorenzo'},63,2018-02-23
Me Llamas (feat. Maluma) - Remix,"{'Piso 21', 'Maluma'}",71,2016-12-02
I Know You (feat. Bastille),"{'Craig David', 'Bastille'}",61,2018-01-26
Praying,{'Kesha'},13,2017-07-06
Perfect Strangers,"{'Jonas Blue', 'JP Cooper'}",19,2016-06-03
Commando,{'Niska'},0,2016-12-02
La nuit,{'SCH'},43,2017-05-05
Message,{'Klem Schen'},62,2019-03-31
The Nights,{'Avicii'},81,2014-01-01
Gabrielle,{'Johnny Hallyday'},12,1976-01-01
CL500,{'Gzuz'},61,2015-10-09
トリコ,{'Nissy'},63,2019-02-04
Ta To Gucci (Remix),"{'Cauty', 'Brytiago', 'Darell', 'Cosculluela', 'Rafa Pabön', 'Chencho Corleone'}",71,2018-12-07
We Wish You a Merry Christmas / End Title - Voice,"{'Traditional', 'John Williams'}",36,1990
Mac 10,"{'Trippie Redd', 'Lil Baby', 'Lil Duke'}",63,2019-07-24
My Boy (feat. J. Cole) - Freestyle,"{'Wale', 'J. Cole'}",58,2018-09-14
Say You Won't Let Go,{'James Arthur'},86,2016-10-28
SoulMate,{'Justin Timberlake'},57,2018-07-03
Émotif (Booska 1H),{'PLK'},64,2019-02-01
Heavy,{'Anne-Marie'},49,2017-09-22
Maserati,"{'Kurdo', 'Majoe'}",35,2017-09-15
Mortal Kombat,"{'Sofiane', 'Graya', 'Ninho', 'GLK', 'Riane', 'The S'}",40,2017-01-27
God is a woman,{'Ariana Grande'},80,2018-08-17
Real Rich (feat. Gucci Mane),"{'Wiz Khalifa', 'Gucci Mane'}",58,2018-07-13
MOOD 4 EVA (feat. Oumou Sangaré),"{'Beyoncé', 'JAY-Z', 'Childish Gambino', 'Oumou Sangaré'}",61,2019-07-19
Montfermeil,"{'Lomepal', 'Caballero'}",61,2019-10-25
Knees,{'Ocean Alley'},64,2018-03-09
Future Nostalgia,{'Dua Lipa'},70,2019-12-13
Dois Lados,{'Wesley Safadão'},76,2019-08-09
Killshot,{'Eminem'},76,2018-09-19
Tudo que sonhamos,{'UM44K'},56,2018-12-28
Le vrai moi,{'Lomepal'},53,2018-12-07
Look What God Gave Her,{'Thomas Rhett'},75,2019-05-31
Unforgettable,{'Thomas Rhett'},69,2017-09-08
Désillusions,{'Shay'},43,2019-05-10
Groupie Love (feat. A$AP Rocky),"{'Lana Del Rey', 'A$AP Rocky'}",64,2017-07-21
Synchronicity,{'Nogizaka46'},41,2018-04-18
J't'en prie,{'SCH'},44,2018-10-19
Different Man,"{'AKLO', 'JAY'ED'}",35,2017-08-11
Jet Fuel,{'Mac Miller'},67,2018-08-03
That's a Rack,{'Lil Uzi Vert'},72,2019-04-09
Sleigh Ride,{'Ella Fitzgerald'},46,1960-01-01
Mr. Miyagi,"{'Capital Bra', 'Samra'}",59,2019-10-03
Tem Moda Pra Tudo - Ao Vivo,{'Matheus & Kauan'},58,2019-03-22
Maximum,"{'KC Rebell', 'Summer Cem'}",46,2017-06-16
Disk Me,{'Pabllo Vittar'},63,2018-10-04
Last Resort,{'Papa Roach'},16,2000-04-25
Infinitum,{'Kollegah'},60,2019-12-13
Birds,{'Imagine Dragons'},75,2018-11-09
T'as géchan,{'Hornet La Frappe'},35,2017-04-05
Pode chorar,{'POCAH'},60,2019-08-23
Self Care,{'Mac Miller'},51,2018-07-13
Edredom,"{'Vitão', 'Mc Davi'}",67,2019-06-28
Poppin' Tags,{'Future'},8,2017-08-04
Deine Mutter (feat. Nessi),"{'Kool Savas', 'Nessi'}",53,2019-01-18
Wenn die Sonne untergeht,"{'Azet', 'Zuna'}",52,2019-01-18
Late Night Feelings (feat. Lykke Li),"{'Mark Ronson', 'Lykke Li'}",61,2019-06-21
Put It All on Me (feat. Ella Mai),"{'Ed Sheeran', 'Ella Mai'}",68,2019-07-12
金木犀の夜,{'Kinokoteikoku'},49,2018-09-12
Feuer,{'Capital Bra'},59,2018-11-30
65th & Ingleside,{'Chance the Rapper'},57,2018-07-16
Centurion Card,{'SpongeBOZZ'},0,2017-06-09
Rapper,{'Hardy Caprio'},0,2018-02-22
Petit cœur,{'13 Block'},62,2019-04-26
Mort,{'Damso'},53,2018-03-16
YEAH RIGHT,{'Joji'},2,2018-05-08
Lights Up,{'Harry Styles'},41,2019-10-11
Call It What You Want,{'Taylor Swift'},66,2017-11-10
Small Talk,{'Katy Perry'},75,2019-08-09
You Say,{'Lauren Daigle'},80,2018-09-07
Tiguere 3 (Freestyle),{'Lacrim'},46,2019-07-26
Please Tell Rosie,"{'Alle Farben', 'Younotus'}",57,2016-06-03
2all,{'Catfish and the Bottlemen'},61,2019-04-26
Beverly Hills,{'Ufo361'},47,2018-02-02
Ma bulle,{'MMZ'},47,2017-11-10
By Your Side,{'The 1975'},4,2017-02-22
The Less I Know The Better,{'Tame Impala'},86,2015-07-17
ナイロンの糸,{'Sakanaction'},30,2019-06-05
AirForce,{'DigDat'},63,2018-11-09
La 10,{'Timal'},49,2018-10-12
Four Leaf Clover - Klowds Remix,"{'Christian Hudson', 'Klowds'}",24,2017-01-27
Bom Bidi Bom - From 'Fifty Shades Darker (Original Motion Picture Soundtrack)',"{'Nick Jonas', 'Nicki Minaj'}",3,2017-02-10
Psycho (feat. Ty Dolla $ign),"{'Post Malone', 'Ty Dolla $ign'}",9,2018-02-23
Handschellen,"{'Payy', 'Ardian Bujupi'}",48,2018-01-19
PISTOLET ROSE 2,{'Alpha Wann'},56,2019-09-26
Fiesta,{'Edin'},58,2018-06-15
Revenge,{'XXXTENTACION'},60,2017-05-18
Love 2 the Game,"{'Nines', 'Hudson East'}",44,2017-02-10
Robbery,{'Juice WRLD'},5,2019-02-13
World Of Our Love,{'Client Liaison'},50,2016-11-04
Petite chatte,{'Vald'},0,2017-01-20
Jumpsuit,{'Twenty One Pilots'},4,2018-07-11
Ce Soir? - Hugel Remix,"{'El Profesor', 'Laura White'}",9,2018-09-02
Prophezeit,"{'Bonez MC', 'RAF Camora'}",52,2018-10-05
Style Stealer (Lil Baby & Gunna),{'Gunna'},55,2018-10-05
Bwo,{'Jul'},55,2018-06-29
Let's Dance to Joy Division,{'The Wombats'},54,2007-07-09
We Are The Champions - Live Aid,{'Queen'},67,2018-10-19
Broken Smile (My All),{'Lil Peep'},72,2018-11-09
Acordando o Prédio,{'Luan Santana'},59,2017-02-03
Que Dieu me pardonne,"{'Kendji Girac', 'Claudio Capéo'}",60,2018-08-31
Uh Huh,{'Julia Michaels'},1,2017-06-02
Hola,"{'L'Algérino', 'Boef'}",37,2018-06-22
Chanel (feat. Swae Lee & Pharrell) - From Jxmtro,"{'Rae Sremmurd', 'Swae Lee', 'Slim Jxmmi', 'Pharrell Williams'}",1,2018-04-05
Someone You Loved,{'Lewis Capaldi'},94,2019-05-17
Feel It Still,{'Portugal. The Man'},81,2017-06-16
Rebeca,"{'Mc Livinho', 'Gerex', 'Maejor'}",54,2018-03-02
Lean,"{'Nimo', 'Capo'}",49,2018-10-12
Megadose,{'Vald'},0,2017-01-20
Carnal,"{'Mister You', 'Lacrim'}",0,2019-06-21
In die Unendlichkeit,"{'Kollegah', 'Farid Bang', 'Musiye'}",46,2018-08-10
Cabriolet,{'Capital Bra'},53,2019-04-12
Pot-Pourri: Depois do Prazer / Quando a Gente Ama - Ao Vivo,{'Thiaguinho'},55,2018-06-08
Woman,{'Harry Styles'},69,2017-05-12
Underdog (Lil Baby & Gunna),"{'Lil Baby', 'Gunna'}",55,2018-10-05
Anders,{'Summer Cem'},44,2018-07-27
J'étais pas prêt,{'Moha La Squale'},49,2018-05-25
NC-17,{'Travis Scott'},71,2018-08-03
Bossanova,{'Lil Tecca'},7,2019-08-30
Habibo,{'Veysel'},57,2018-06-29
Ya Salame,"{'Luciano', 'Samra'}",54,2019-08-29
Guilty 400,{'PA Sports'},0,2018-07-20
Tone It Down (feat. Chris Brown),"{'Gucci Mane', 'Chris Brown'}",52,2017-06-20
XIX,{'MHD'},52,2018-09-19
Go Fuck Yourself,{'Two Feet'},12,2016-07-29
Happy Ending,{'SEVENTEEN'},47,2019-05-29
Jamais,{'Zola'},50,2019-04-05
ギフト,{'ET-KING'},51,2008-06-04
SPIRIT - From Disney's 'The Lion King',{'Beyoncé'},61,2019-07-10
What About Us,{'P!nk'},76,2017-10-13
DANG,{'Rube Claws'},0,2018-11-15
Jon Snow,{'Lacrim'},40,2018-12-20
The Other Side (with MAX & Ty Dolla $ign),"{'MAX', 'Ty Dolla $ign'}",48,2018-11-16
I Won't Back Down,{'Tom Petty'},74,1989-01-01
PIE,"{'Future', 'Chris Brown'}",0,2017-06-26
All My Love,{'George Ezra'},56,2018-03-23
ニシエヒガシエ,{'Mr.Children'},41,1999-02-03
I Know You,"{'Craig David', 'Bastille'}",4,2017-11-24
Do You Mean (feat. Ty Dolla $ign & bülow),"{'The Chainsmokers', 'Ty Dolla $ign', 'bülow'}",12,2019-04-26
Machigaisagashi,{'Masaki Suda'},32,2019-05-14
Livraison,{'Kaaris'},34,2018-10-25
Rockstar,"{'Jovem Dex', 'Neves', 'Hash Produções'}",62,2019-05-24
SKCH,{'Heuss L'enfoiré'},46,2019-01-25
Behind Barz - Bonus,{'Drake'},70,2019-09-13
Respect,{'Aretha Franklin'},73,1967-03-10
Bang Bang,{'AK Ausserkontrolle'},44,2018-11-09
Loose Ends,"{'Loyle Carner', 'Jorja Smith'}",53,2019-02-28
Pop Boy (feat. Aitch),"{'Stormzy', 'Aitch'}",66,2019-12-13
HaifischNikez Allstars,"{'LX', 'Maxwell', 'Bonez MC', 'Gzuz', 'Sa4'}",64,2018-12-28
T-Shirt,{'Migos'},71,2017-01-27
Sign of the Times,{'Harry Styles'},81,2017-05-12
Meteorit,{'RAF Camora'},48,2019-11-01
Vem Me Satisfazer,"{'MC Ingryd', 'DJ Henrique da VK'}",81,2019-08-20
Pardon My Ego,{'Logic'},1,2019-05-10
Mon Everest (feat. Marina Kaye),"{'Soprano', 'Marina Kaye'}",4,2016-10-14
Dans le vrai,{'Rohff'},34,2018-02-23
Exclusividade - Ao Vivo,{'Matheus & Kauan'},0,2017-03-10
Sincerity Is Scary,{'The 1975'},3,2018-09-13
Oma Lise,{'Bushido'},2,2017-06-09
Aulos Reloaded,"{'Vladimir Cauchemar', '6ix9ine'}",63,2018-09-28
Oh My,"{'Dappy', 'Ay Em'}",1,2018-05-16
Wild Thoughts (feat. Rihanna & Bryson Tiller),"{'DJ Khaled', 'Rihanna', 'Bryson Tiller'}",75,2017-06-22
One Call,{'Gunna'},52,2019-02-01
Tribe (with J. Cole),"{'Bas', 'J. Cole'}",73,2018-08-24
I Know You (feat. Yung Pinch),"{'Lil Skies', 'Yung Pinch'}",65,2018-05-31
Different Strokes (feat. Lotto Ash),"{'MIST', 'Lotto Ash'}",49,2019-04-25
I'm the One,"{'DJ Khaled', 'Justin Bieber', 'Quavo', 'Chance the Rapper', 'Lil Wayne'}",16,2017-04-27
Poles 1469,"{'Trippie Redd', '6ix9ine'}",69,2017-05-14
Nervous (The Ooh Song) - Mark McCabe Remix,"{'Gavin James', 'Mark McCabe'}",56,2016-06-24
Ciao - KMN Street EP,{'Zuna'},42,2018-03-30
Ewigkeit,{'Majoe'},56,2018-10-12
O Bebê,"{'MC Kevinho', 'MC Kekel'}",55,2018-09-11
Geigenkoffer,{'Bushido'},42,2018-09-28
Schicksal,{'Kontra K'},51,2019-05-24
Eu Não Valho Nada - feat. Cynthia Luz,"{'Lagum', 'Cynthia Luz'}",62,2018-11-09
Patte fließt,{'Azet'},51,2016-12-23
Bickenhead,{'Cardi B'},61,2018-04-06
Mon ami,{'Djadja & Dinaz'},0,2018-07-20
One in a Million -奇跡の夜に-,{'GENERATIONS from EXILE TRIBE'},58,2019-11-21
SWEET,{'BROCKHAMPTON'},70,2017-08-25
Fille bien,{'Rohff'},36,2018-12-14
Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),"{'Tee Grizzley', 'A Boogie Wit da Hoodie', 'YNW Melly'}",71,2019-06-07
Ta Tum Tum,"{'MC Kevinho', 'Simone & Simaria'}",60,2018-01-29
Fais-moi un Vie,{'Damso'},53,2018-03-16
はじまりの予感,{'Ketsumeishi'},31,2017-06-21
J'ai la mort,{'Jul'},45,2018-12-07
No Heart,"{'21 Savage', 'Metro Boomin'}",72,2016-07-15
Perdono,"{'LX', 'Maxwell', 'Gzuz', 'Gallo Nero'}",55,2019-05-10
Apelido Carinhoso,{'Gusttavo Lima'},65,2017-12-01
JDJ,{'Sadek'},24,2018-09-19
DHL,{'Frank Ocean'},73,2019-10-19
Cristina,{'Sebastian Yatra'},70,2019-04-12
Evapora,"{'IZA', 'Ciara', 'Major Lazer'}",67,2019-11-08
C'est la même,{'Djadja & Dinaz'},0,2017-03-17
HandClap,{'Fitz and The Tantrums'},66,2016-06-10
Wild Stare,{'Giant Rooks'},65,2018-12-07
Rock With You,{'Ateyaba'},46,2018-09-21
ハナミズキ,{'Yo Hitoto'},56,2015-07-22
Dein Fahrer,{'Sero El Mero'},51,2019-06-21
Mask Off,{'Future'},47,2017-08-04
Drück Drück (feat. LX),"{'Gzuz', 'LX'}",1,2018-03-30
Canyon Moon,{'Harry Styles'},75,2019-12-13
Codeine Dreaming (feat. Lil Wayne),"{'Kodak Black', 'Lil Wayne'}",70,2017-11-24
Nada Bom II,"{'Costa Gold', 'Luccas Carlos', 'Don L'}",0,2015-11-28
Ce qui est à nous,{'Djadja & Dinaz'},39,2018-03-30
The Power of Love,{'Frankie Goes To Hollywood'},0,1984
Breakeven,{'The Script'},45,2008-08-30
Favela Vive 3,"{'ADL', 'Choice', 'Negra Li', 'Djonga', 'Menor do Chapa'}",56,2018-08-10
Dead Boys,{'Sam Fender'},59,2019-09-13
Poesia Acústica #8: Amor e Samba,"{'Pineapple StormTv', 'César Mc', 'Elana Dara', 'Kayuá', 'Froid', 'Cynthia Luz', 'MV Bill', 'Bob do Contra', 'Projota'}",72,2019-12-15
Primeiro Milhão,{'Hungria Hip Hop'},66,2019-11-22
Moonlight,{'XXXTENTACION'},86,2018-03-16
Rollercoaster,{'Jonas Brothers'},68,2019-06-07
10 Freaky Girls (with 21 Savage),"{'Metro Boomin', '21 Savage'}",4,2018-11-02
Hier encore,{'Charles Aznavour'},61,1964
Praia do Rosa - Acústico,"{'Oriente', 'Cynthia Luz', 'Delacruz'}",68,2018-11-23
In meinem Bett,{'AnnenMayKantereit'},56,2018-12-07
So High (feat. Fredo),"{'MIST', 'Fredo'}",70,2019-07-04
Beautiful Journey,{'HIRAIDAI'},42,2019-07-09
La reine du bal,"{'Columbine', 'Lujipeka'}",50,2019-04-19
Cocaine,{'Logic'},1,2019-05-10
Facilita,{'MC Kevinho'},56,2019-03-22
ステップアップLOVE,"{'DAOKO', 'Yasuyuki Okamura'}",33,2017-10-18
One Drink,{'Picture This'},57,2019-02-15
Not Going Home,"{'DVBBS', 'CMC$', 'Gia Koka'}",39,2017-01-27
Blech,{'Capital Bra'},54,2019-04-12
Dieser Weg,{'Azad'},38,2019-04-12
Bonfire,"{'Felix Jaehn', 'ALMA'}",8,2016-07-15
How You Feel,{'Trippie Redd'},57,2018-08-10
La cité,{'Diddi Trix'},57,2019-12-13
Heaven,{'Julia Michaels'},49,2018-01-26
Stir Fry,{'Migos'},74,2018-01-26
Goodbye To Love,"{'Nico Santos', 'Broiler'}",1,2017-04-07
HAPPY,{'J Soul Brothers III from EXILE TRIBE'},0,2017-04-18
Like a Stone,{'Audioslave'},45,2002
Trem-Bala,{'Ana Vilela'},64,2017-05-12
boyfriend (with Social House),"{'Ariana Grande', 'Social House'}",83,2019-08-02
I Don't Know About You,{'Chris Lane'},75,2018-07-13
RBB (Really Bad Boy),{'Red Velvet'},62,2018-11-30
Galerie,{'Hamza'},36,2019-03-01
Bénéfice,{'RK'},43,2018-09-21
Silhouettes - Original Radio Edit,{'Avicii'},10,2012-01-01
Ciel noir,{'Nekfeu'},1,2019-06-06
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",{'George Ezra'},43,2017-11-29
Pour Over,"{'Vintage Culture', 'Adam K'}",66,2018-07-20
Sweet but Psycho,{'Ava Max'},86,2018-08-17
Magic In The Hamptons (feat. Lil Yachty),"{'Social House', 'Lil Yachty'}",79,2018-06-08
Scared to Be Lonely,"{'Martin Garrix', 'Dua Lipa'}",81,2017-01-27
Champagne & pétou,"{'Lorenzo', 'Charles Vicomte'}",49,2018-02-23
"Cerveja, Sal E Limão - Ao Vivo",{'Matheus & Kauan'},55,2019-03-22
Wanted,{'OneRepublic'},73,2019-09-06
Caquinho - Ao Vivo,{'Gusttavo Lima'},63,2019-10-04
Cut To The Feeling,{'Carly Rae Jepsen'},46,2017-09-13
Change Your Mind,{'ELI'},63,2018-04-09
Friendzone,"{'Kalash', 'Still Fresh'}",0,2017-02-24
ジターバグ,{'ELLEGARDEN'},47,2003-07-02
Répondeur,{'Hooss'},0,2018-01-12
MARIJUANA,{'Rilès'},6,2019-02-08
Gurenge,{'LiSA'},74,2019-07-03
Si demain,{'RK'},38,2019-04-05
Czech Republic,"{'Zuna', 'Azet'}",40,2017-04-14
Thursday,{'Jess Glynne'},10,2018-10-12
Magicien,{'Djadja & Dinaz'},44,2019-03-22
Potential (feat. Lil Uzi Vert & Young Dolph),"{'Gucci Mane', 'Lil Uzi Vert', 'Young Dolph'}",56,2019-06-21
Knock Away,{'Attractions'},10,2017-08-28
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","{'Chris Brown', 'Yo Gotti', 'A Boogie Wit da Hoodie', 'Kodak Black'}",67,2017-08-04
Boy Back (feat. NAV),"{'Young Thug', 'NAV'}",56,2019-08-16
Ahora Me Llama,"{'KAROL G', 'Bad Bunny'}",0,2017-10-27
Baby Come Back,{'Ocean Alley'},61,2018-05-18
Va te faire foutre,{'Jul'},38,2017-06-30
Playing Games (with Bryson Tiller) - Extended Version,"{'Summer Walker', 'Bryson Tiller'}",79,2019-10-04
E Essa Boca Aí? - Ao Vivo,{'Bruninho & Davi'},55,2017-05-26
M'en aller,{'4Keus'},52,2019-06-21
3 Headed Snake (feat. Young Thug),"{'Gunna', 'Young Thug'}",65,2019-02-22
Vision,{'DA Uzi'},43,2019-01-18
Summer Games,{'Drake'},3,2018-06-29
Valentino Camouflage,"{'Luciano', 'Nimo'}",54,2018-11-16
Lay It on Me,{'Vance Joy'},64,2018-02-23
Litness,{'MoStack'},47,2018-08-23
Kung Fu,{'YBN Cordae'},5,2018-07-13
Combatchy (feat. MC Rebecca),"{'Anitta', 'Lexa', 'Luísa Sonza', 'Mc Rebecca'}",81,2019-11-20
Tokarev,{'Ninho'},59,2019-03-22
Tiny Dancers,{'Aimer'},40,2018-09-05
Weine nicht,{'Kontra K'},56,2019-05-24
Never Go Back,{'Dennis Lloyd'},72,2019-02-15
Final Fantasy,{'Drake'},2,2018-06-29
Complètemment sonné,{'KeBlack'},37,2018-04-13
Confidence,{'Ocean Alley'},41,2018-02-06
光榮之橋,{'Yuzu'},19,2017-04-28
SHINE,{'Quavo'},50,2018-10-12
Knöcheltief,"{'Trettmann', 'Gzuz'}",2,2017-08-02
Don't Come Out The House (with 21 Savage),"{'Metro Boomin', '21 Savage'}",2,2018-11-02
A Good Night,"{'John Legend', 'BloodPop®'}",63,2018-04-06
Tokyo,{'Jul'},1,2019-06-14
J’écris,{'Alonzo'},0,2017-04-28
O Tempo É Agora,{'ANAVITÓRIA'},54,2018-08-03
Baddest,"{'Amelia Monét', 'EO'}",51,2018-07-27
Lose Control,"{'MEDUZA', 'Becky Hill', 'Goodboys'}",91,2019-10-11
Afro Trap Pt. 8 (Never),{'MHD'},1,2017-02-24
Eye 2 Eye,"{'Huncho Jack', 'Travis Scott', 'Quavo', 'Takeoff'}",64,2017-12-21
Beautiful Crazy,{'Luke Combs'},82,2018-06-01
SUMMER END,{'iri'},50,2019-09-04
Shut Up and Dance,{'WALK THE MOON'},80,2014-12-02
En otage,{'Djadja & Dinaz'},0,2018-04-20
Estranho - Ao Vivo | Acústico,{'Marília Mendonça'},52,2018-04-13
Roli,{'Luciano'},52,2018-04-13
Back To Back,"{'D-Block Europe', 'M Huncho'}",54,2019-09-27
Senorita,"{'Kay One', 'Pietro Lombardi'}",60,2018-09-07
Si Se Da,"{'Myke Towers', 'Farruko'}",74,2019-02-26
鱗(うろこ),{'Motohiro Hata'},0,2007-09-26
100 Miles and Running (ft. Wale & John Lindahl),"{'Logic', 'Wale', 'John Lindahl'}",59,2018-09-28
Traube Minze,{'Luciano'},62,2018-11-23
Beautiful Crazy,{'Luke Combs'},19,2018-05-04
Panini,{'Lil Nas X'},77,2019-09-13
Regentropfen,{'Kurdo'},46,2019-02-01
Kamikaze,{'Eminem'},71,2018-08-31
Vincent,{'Sarah Connor'},58,2019-04-05
Gucci & Versace (feat. Capital Bra),"{'18 Karat', 'Capital Bra'}",48,2019-05-31
Eu Mereço Ser Feliz - Ao Vivo,{'Mumuzinho'},64,2018-10-26
Jingle Bell Rock,{'The Vamps'},3,2014-11-28
Stiche,{'Bushido'},44,2018-09-28
Ma che beauté,{'Jul'},48,2018-12-04
Yellow Bar Mitzvah,{'SpongeBOZZ'},0,2017-06-09
Señorita,"{'Shawn Mendes', 'Camila Cabello'}",90,2019-06-21
栞,{'Creep Hyp'},59,2018-09-26
Intr100000,{'PLK'},44,2019-09-13
Benzema,{'Capital Bra'},62,2019-04-12
13 Beaches,{'Lana Del Rey'},11,2017-07-21
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"{'Perry Como', 'The Fontane Sisters', 'Mitchell Ayres & His Orchestra'}",17,1999-08-20
Eisblock,{'Yung Hurn'},61,2018-05-04
Nós dois,{'Class A'},49,2017-08-16
いつまでも,{'Aimyon'},47,2017-09-12
Afro Trap Pt. 3 (Champions League),{'MHD'},2,2016-04-15
everything i wanted,{'Billie Eilish'},93,2019-11-13
Oh Meu Deus,{'Projota'},0,2017-01-20
Winter Wonderland,{'Sam Feldt'},26,2019-11-01
Dans la lune,{'Sadek'},30,2017-05-12
808,{'Ufo361'},46,2018-04-13
Nirvana,{'RIN'},54,2019-12-06
Some Say,{'Nea'},82,2019-09-06
Sabiá - Ao Vivo,"{'Marília Mendonça', 'Henrique & Juliano'}",63,2019-02-22
Parle pas trop,"{'Sneazzy', 'Caballero', 'Alpha Wann', 'Doums'}",41,2017-10-06
Reine,{'Dadju'},5,2017-11-24
Tell Me,"{'Wretch 32', 'Kojo Funds', 'Jahlani'}",0,2017-10-13
Safari,"{'Maxwell', 'RAF Camora', 'Bonez MC'}",62,2016-12-16
Maman ne le sait pas (feat. Niska),"{'Ninho', 'Niska'}",71,2019-03-22
ロビンソン,{'SPITZ'},55,1995
Pardonner,{'Lartiste'},39,2018-02-23
Joga Bunda,"{'Aretuza Lovi', 'Pabllo Vittar', 'Gloria Groove'}",52,2018-01-12
You Be Love (feat. Billy Raffoul),"{'Avicii', 'Billy Raffoul'}",35,2017-08-09
Laisse pas traîner ton fils (feat. Sofiane),"{'Ninho', 'Sofiane'}",53,2017-09-08
Juntos,"{'Paula Fernandes', 'Luan Santana'}",62,2019-05-19
Did It Again,{'Lil Tecca'},15,2019-08-30
The River,{'Davin Herbrüggen'},57,2019-04-26
Abusadamente,"{'MC Gustta', 'MC DG'}",57,2017-07-25
Show Yourself,"{'Idina Menzel', 'Evan Rachel Wood'}",80,2019-11-15
Tu m'as mis dans la merde,{'Maître Gims'},30,2018-03-23
Versus,"{'Niska', 'MHD'}",0,2017-09-22
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"{'Martin Garrix', 'Macklemore', 'Fall Out Boy'}",82,2019-04-25
Petit prince,{'Sadek'},41,2017-03-29
Tout est bon,"{'DJ Babs', '4Keus'}",0,2018-06-18
Real Friends,{'Camila Cabello'},62,2017-12-06
Highway to Hell,{'AC/DC'},83,1979-07-27
High Demand,{'Future'},12,2017-08-04
La bohème,{'Charles Aznavour'},65,1966
The Christmas Waltz,{'Peggy Lee'},23,1960
Ich bin so reich,{'Lil Lano'},0,2018-12-14
Wave,{'Ufo361'},54,2019-08-09
Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,{'Atitude 67'},69,2018-02-23
Yuck,{'Logic'},58,2018-03-09
The Git Up,{'Blanco Brown'},27,2019-05-03
Black & Chinese,"{'Huncho Jack', 'Travis Scott', 'Quavo'}",66,2017-12-21
Olé Olé,"{'Capital Bra', 'RAF Camora', 'Joshi Mizu'}",1,2017-08-11
Started,{'Iggy Azalea'},62,2019-05-03
Blow Your Mind (Mwah),{'Dua Lipa'},66,2017-06-02
Splash,{'Disiz La Peste'},0,2017-06-09
Only You (with Little Mix),"{'Cheat Codes', 'Little Mix'}",68,2018-06-22
CCNDNA,"{'Bushido', 'Fler'}",0,2017-06-09
Turn It Up,{'Armin van Buuren'},42,2019-05-03
また逢う日まで,{'HIRAIDAI'},59,2015-05-06
Wanted You (feat. Lil Uzi Vert),"{'NAV', 'Lil Uzi Vert'}",63,2017-11-03
Maléfique,"{'Djadja & Dinaz', 'DJ Babs'}",0,2017-07-21
Sous tension,{'Djadja & Dinaz'},39,2019-03-22
Fear,{'SEVENTEEN'},66,2019-09-16
Made In Roça,{'Loubet'},53,2015-08-14
8,{'Billie Eilish'},80,2019-03-29
Maybe It's Time,{'Bradley Cooper'},63,2018-10-05
KOODA,{'6ix9ine'},53,2017-12-03
Killer Queen - 2011 Mix,{'Queen'},67,1974-11-08
Stockholm,"{'Columbine', 'Foda C'}",36,2018-09-28
